y_actual,y_pred_point,low_90,high_90,covered_90,width_90,low_85,high_85,covered_85,low_80,high_80,covered_80
73700000.0,72820658.15265734,32644505.72103002,108880947.41122784,True,76236441.69019783,33219749.489227764,109130456.88011304,True,37240858.42025468,106301430.64186242,True
1496000.0,2896258.157184304,786106.4396347055,6188557.577579195,True,5402451.137944489,1060524.917587866,6001697.376649573,True,1016863.8772266035,4676108.914411627,True
12220000.0,31001791.780016046,9164563.173038388,53947918.17645154,True,44783355.003413156,12657727.503570344,50441033.72054885,False,14036459.651966078,46658310.98258377,False
2610000.0,2405625.894061433,758526.5845060939,4902373.368634885,True,4143846.784128791,1001377.7645857093,4529116.07313983,True,975210.9315111258,4483087.426565211,True
65488000.0,58947655.382009976,20721977.208475504,89293284.44796316,True,68571307.23948766,23535090.642043207,83947018.75320312,True,28423585.57876571,79650252.05471642,True
4350000.0,3293576.996640564,1720720.5562145186,6827409.0545962425,True,5106688.498381724,2070222.8713105957,5824803.645635479,True,2117733.343153159,6555767.454528986,True
5005000.0,3410121.914897848,916981.9380260162,6255033.727519695,True,5338051.789493678,1128536.78574619,5938697.915358762,True,1213910.123001767,5507099.1859412715,True
2397000.0,3314674.0204436937,972323.9949198664,6546582.014683172,True,5574258.019763306,1146917.6708725363,6186058.814647039,True,1310553.6007867274,5934923.012878802,True
38702000.0,48109312.24993043,18992446.3118792,74783332.41759512,True,55790886.105715916,23540375.211300563,72127376.11225468,True,25178194.625959232,70540278.53360368,True
81860000.0,75973119.22714809,25745871.24921687,141929470.51439366,True,116183599.26517679,30207388.34193043,128484368.62228721,True,35302015.43416986,113453647.86567639,True
1398000.0,2599082.1706928667,670956.085533366,12393276.724761585,True,11722320.63922822,780603.8374531546,6091321.389066959,True,746336.5377736628,5218018.0315566305,True
3500000.0,1983043.4488297382,547326.8746338052,4826554.393633865,True,4279227.51900006,827731.812010247,4252946.701005981,True,764491.0807914591,3603162.794100939,True
